date,geoRegion,indication,entries,type_variant,pop,sumTotal,prctPopSumTotal,freq,prct,prctSumTotal,per100Persons,per100PersonsTotal,type,version,granularity
202115,AG,age,2062,indication,694072,32365,4.7,0.32,32,50.5,0.3,4.66,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202116,AG,age,2384,indication,694072,34749,5,0.288,28.799999999999997,48,0.34,5.01,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202117,AG,age,1601,indication,694072,36350,5.2,0.164,16.400000000000002,44.2,0.23,5.24,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202118,AG,age,2533,indication,694072,38883,5.6,0.208,20.8,41.199999999999996,0.36,5.6,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202119,AG,age,1849,indication,694072,40732,5.9,0.128,12.8,37.4,0.27,5.87,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202120,AG,age,1568,indication,694072,42300,6.1,0.073,7.3,32.5,0.23,6.09,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202121,AG,age,877,indication,694072,43177,6.2,0.05,5,29.2,0.13,6.22,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202122,AG,age,2128,indication,694072,45305,6.5,0.082,8.200000000000001,26.1,0.31,6.53,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202123,AG,age,1563,indication,694072,46868,6.8,0.08,8,24.3,0.23,6.75,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202124,AG,age,1516,indication,694072,48384,7,0.085,8.5,22.900000000000002,0.22,6.97,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202125,AG,age,1186,indication,694072,49570,7.1,0.05,5,21.099999999999998,0.17,7.14,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202126,AG,age,1208,indication,694072,50778,7.3,0.046,4.6,19.400000000000002,0.17,7.32,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202127,AG,age,867,indication,694072,51645,7.4,0.028,2.8000000000000003,17.7,0.12,7.44,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202128,AG,age,501,indication,694072,52146,7.5,0.021,2.1,16.400000000000002,0.07,7.51,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202129,AG,age,533,indication,694072,52679,7.6,0.036,3.5999999999999996,15.9,0.08,7.59,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202130,AG,age,464,indication,694072,53143,7.7,0.047,4.7,15.6,0.07,7.66,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202131,AG,age,607,indication,694072,53750,7.7,0.085,8.5,15.4,0.09,7.74,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202132,AG,age,803,indication,694072,54553,7.9,0.124,12.4,15.4,0.12,7.86,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202133,AG,age,717,indication,694072,55270,8,0.132,13.200000000000001,15.299999999999999,0.1,7.96,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202134,AG,age,642,indication,694072,55912,8.1,0.105,10.5,15.2,0.09,8.06,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202135,AG,age,493,indication,694072,56405,8.1,0.088,8.799999999999999,15.2,0.07,8.13,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202136,AG,age,574,indication,694072,56979,8.2,0.095,9.5,15.1,0.08,8.21,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202137,AG,age,681,indication,694072,57660,8.3,0.091,9.1,14.899999999999999,0.1,8.31,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202138,AG,age,983,indication,694072,58643,8.4,0.109,10.9,14.899999999999999,0.14,8.45,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202139,AG,age,1029,indication,694072,59672,8.6,0.106,10.6,14.7,0.15,8.6,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202140,AG,age,796,indication,694072,60468,8.7,0.08,8,14.6,0.11,8.71,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202141,AG,age,1120,indication,694072,61588,8.9,0.105,10.5,14.499999999999998,0.16,8.87,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202142,AG,age,1013,indication,694072,62601,9,0.128,12.8,14.499999999999998,0.15,9.02,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202143,AG,age,770,indication,694072,63371,9.1,0.134,13.4,14.399999999999999,0.11,9.13,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202144,AG,age,357,indication,694072,63728,9.2,0.097,9.700000000000001,14.399999999999999,0.05,9.18,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202145,AG,age,378,indication,694072,64106,9.2,0.127,12.7,14.399999999999999,0.05,9.24,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202146,AG,age,224,indication,694072,64330,9.3,0.087,8.7,14.399999999999999,0.03,9.27,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202147,AG,age,256,indication,694072,64586,9.3,0.104,10.4,14.299999999999999,0.04,9.31,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202148,AG,age,221,indication,694072,64807,9.3,0.088,8.799999999999999,14.299999999999999,0.03,9.34,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202149,AG,age,229,indication,694072,65036,9.4,0.074,7.3999999999999995,14.299999999999999,0.03,9.37,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202150,AG,age,227,indication,694072,65263,9.4,0.078,7.8,14.2,0.03,9.4,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202151,AG,age,143,indication,694072,65406,9.4,0.081,8.1,14.2,0.02,9.42,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202152,AG,age,86,indication,694072,65492,9.4,0.049,4.9,14.2,0.01,9.44,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202201,AG,age,253,indication,694072,65745,9.5,0.08,8,14.099999999999998,0.04,9.47,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202202,AG,age,199,indication,694072,65944,9.5,0.079,7.9,14.099999999999998,0.03,9.5,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202203,AG,age,142,indication,694072,66086,9.5,0.096,9.6,14.099999999999998,0.02,9.52,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202204,AG,age,74,indication,694072,66160,9.5,0.057,5.7,14.000000000000002,0.01,9.53,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202205,AG,age,60,indication,694072,66220,9.5,0.034,3.4000000000000004,14.000000000000002,0.01,9.54,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202206,AG,age,74,indication,694072,66294,9.6,0.043,4.3,14.000000000000002,0.01,9.55,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202207,AG,age,44,indication,694072,66338,9.6,0.034,3.4000000000000004,13.900000000000002,0.01,9.56,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202208,AG,age,48,indication,694072,66386,9.6,0.051,5.1,13.900000000000002,0.01,9.56,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202209,AG,age,20,indication,694072,66406,9.6,0.059,5.8999999999999995,13.900000000000002,0,9.57,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202210,AG,age,16,indication,694072,66422,9.6,0.076,7.6,13.900000000000002,0,9.57,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202211,AG,age,13,indication,694072,66435,9.6,0.095,9.5,13.900000000000002,0,9.57,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202212,AG,age,12,indication,694072,66447,9.6,0.079,7.9,13.900000000000002,0,9.57,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202213,AG,age,3,indication,694072,66450,9.6,0.032,3.2,13.900000000000002,0,9.57,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202214,AG,age,1,indication,694072,66451,9.6,0.014,1.4000000000000001,13.900000000000002,0,9.57,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202215,AG,age,3,indication,694072,66454,9.6,0.083,8.3,13.900000000000002,0,9.57,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202216,AG,age,3,indication,694072,66457,9.6,0.07,7.000000000000001,13.900000000000002,0,9.57,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202217,AG,age,1,indication,694072,66458,9.6,0.016,1.6,13.900000000000002,0,9.58,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202218,AG,age,4,indication,694072,66462,9.6,0.074,7.3999999999999995,13.900000000000002,0,9.58,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202219,AG,age,5,indication,694072,66467,9.6,0.093,9.3,13.900000000000002,0,9.58,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202220,AG,age,2,indication,694072,66469,9.6,0.034,3.4000000000000004,13.900000000000002,0,9.58,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202221,AG,age,2,indication,694072,66471,9.6,0.033,3.3000000000000003,13.900000000000002,0,9.58,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202222,AG,age,5,indication,694072,66476,9.6,0.07,7.000000000000001,13.900000000000002,0,9.58,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202223,AG,age,1,indication,694072,66477,9.6,0.016,1.6,13.900000000000002,0,9.58,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202224,AG,age,0,indication,694072,66477,9.6,0,0,13.900000000000002,0,9.58,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202225,AG,age,2,indication,694072,66479,9.6,0.024,2.4,13.900000000000002,0,9.58,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202226,AG,age,3,indication,694072,66482,9.6,0.057,5.7,13.900000000000002,0,9.58,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202227,AG,age,1,indication,694072,66483,9.6,0.024,2.4,13.900000000000002,0,9.58,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202228,AG,age,2,indication,694072,66485,9.6,0.048,4.8,13.900000000000002,0,9.58,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202229,AG,age,2,indication,694072,66487,9.6,0.067,6.7,13.900000000000002,0,9.58,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202230,AG,age,0,indication,694072,66487,9.6,0,0,13.900000000000002,0,9.58,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202231,AG,age,1,indication,694072,66488,9.6,0.031,3.1,13.900000000000002,0,9.58,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202232,AG,age,5,indication,694072,66493,9.6,0.122,12.2,13.900000000000002,0,9.58,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202233,AG,age,4,indication,694072,66497,9.6,0.082,8.200000000000001,13.900000000000002,0,9.58,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202234,AG,age,4,indication,694072,66501,9.6,0.095,9.5,13.900000000000002,0,9.58,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202235,AG,age,3,indication,694072,66504,9.6,0.103,10.299999999999999,13.900000000000002,0,9.58,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202236,AG,age,4,indication,694072,66508,9.6,0.114,11.4,13.900000000000002,0,9.58,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202237,AG,age,1,indication,694072,66509,9.6,0.037,3.6999999999999997,13.900000000000002,0,9.58,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202238,AG,age,1,indication,694072,66510,9.6,0.038,3.8,13.900000000000002,0,9.58,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202052,AG,chronic_disease,0,indication,694072,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202053,AG,chronic_disease,0,indication,694072,0,0,0,0,0,0,0,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202101,AG,chronic_disease,1,indication,694072,1,0,0.2,20,12.5,0,0,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202102,AG,chronic_disease,1,indication,694072,2,0,0.071,7.1,9.1,0,0,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202103,AG,chronic_disease,9,indication,694072,11,0,0.055,5.5,5.8999999999999995,0,0,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202104,AG,chronic_disease,140,indication,694072,151,0,0.146,14.6,13.100000000000001,0.02,0.02,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202105,AG,chronic_disease,422,indication,694072,573,0.1,0.163,16.3,15.299999999999999,0.06,0.08,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202106,AG,chronic_disease,401,indication,694072,974,0.1,0.157,15.7,15.5,0.06,0.14,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202107,AG,chronic_disease,976,indication,694072,1950,0.3,0.185,18.5,16.900000000000002,0.14,0.28,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202108,AG,chronic_disease,1452,indication,694072,3402,0.5,0.223,22.3,18.8,0.21,0.49,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202109,AG,chronic_disease,1591,indication,694072,4993,0.7,0.267,26.700000000000003,20.8,0.23,0.72,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202110,AG,chronic_disease,1242,indication,694072,6235,0.9,0.265,26.5,21.7,0.18,0.9,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202111,AG,chronic_disease,1501,indication,694072,7736,1.1,0.29,28.999999999999996,22.8,0.22,1.11,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202112,AG,chronic_disease,2539,indication,694072,10275,1.5,0.3,30,24.2,0.37,1.48,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202113,AG,chronic_disease,1854,indication,694072,12129,1.7,0.291,29.099999999999998,24.9,0.27,1.75,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202114,AG,chronic_disease,2934,indication,694072,15063,2.2,0.329,32.9,26.1,0.42,2.17,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202115,AG,chronic_disease,2159,indication,694072,17222,2.5,0.335,33.5,26.900000000000002,0.31,2.48,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202116,AG,chronic_disease,2970,indication,694072,20192,2.9,0.359,35.9,27.900000000000002,0.43,2.91,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202117,AG,chronic_disease,3184,indication,694072,23376,3.4,0.326,32.6,28.499999999999996,0.46,3.37,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202118,AG,chronic_disease,4053,indication,694072,27429,4,0.333,33.300000000000004,29.099999999999998,0.58,3.95,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202119,AG,chronic_disease,4202,indication,694072,31631,4.6,0.291,29.099999999999998,29.099999999999998,0.61,4.56,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202120,AG,chronic_disease,7575,indication,694072,39206,5.6,0.353,35.3,30.099999999999998,1.09,5.65,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202121,AG,chronic_disease,5194,indication,694072,44400,6.4,0.298,29.799999999999997,30.099999999999998,0.75,6.4,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202122,AG,chronic_disease,5845,indication,694072,50245,7.2,0.224,22.400000000000002,28.9,0.84,7.24,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202123,AG,chronic_disease,3613,indication,694072,53858,7.8,0.186,18.6,27.900000000000002,0.52,7.76,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202124,AG,chronic_disease,2548,indication,694072,56406,8.1,0.142,14.2,26.700000000000003,0.37,8.13,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202125,AG,chronic_disease,2078,indication,694072,58484,8.4,0.087,8.7,24.9,0.3,8.43,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202126,AG,chronic_disease,1538,indication,694072,60022,8.6,0.058,5.800000000000001,23,0.22,8.65,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202127,AG,chronic_disease,1406,indication,694072,61428,8.9,0.045,4.5,21,0.2,8.85,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202128,AG,chronic_disease,1214,indication,694072,62642,9,0.05,5,19.8,0.17,9.03,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202129,AG,chronic_disease,915,indication,694072,63557,9.2,0.062,6.2,19.2,0.13,9.16,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202130,AG,chronic_disease,571,indication,694072,64128,9.2,0.058,5.800000000000001,18.8,0.08,9.24,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202131,AG,chronic_disease,418,indication,694072,64546,9.3,0.059,5.8999999999999995,18.5,0.06,9.3,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202132,AG,chronic_disease,443,indication,694072,64989,9.4,0.068,6.800000000000001,18.3,0.06,9.36,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202133,AG,chronic_disease,372,indication,694072,65361,9.4,0.068,6.800000000000001,18.099999999999998,0.05,9.42,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202134,AG,chronic_disease,421,indication,694072,65782,9.5,0.069,6.9,17.9,0.06,9.48,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202135,AG,chronic_disease,409,indication,694072,66191,9.5,0.073,7.3,17.8,0.06,9.54,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202136,AG,chronic_disease,418,indication,694072,66609,9.6,0.069,6.9,17.599999999999998,0.06,9.6,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202137,AG,chronic_disease,461,indication,694072,67070,9.7,0.061,6.1,17.4,0.07,9.66,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202138,AG,chronic_disease,550,indication,694072,67620,9.7,0.061,6.1,17.1,0.08,9.74,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202139,AG,chronic_disease,661,indication,694072,68281,9.8,0.068,6.800000000000001,16.900000000000002,0.1,9.84,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202140,AG,chronic_disease,740,indication,694072,69021,9.9,0.074,7.3999999999999995,16.6,0.11,9.94,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202141,AG,chronic_disease,724,indication,694072,69745,10,0.068,6.800000000000001,16.400000000000002,0.1,10.05,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202142,AG,chronic_disease,535,indication,694072,70280,10.1,0.068,6.800000000000001,16.2,0.08,10.13,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202143,AG,chronic_disease,357,indication,694072,70637,10.2,0.062,6.2,16.1,0.05,10.18,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202144,AG,chronic_disease,246,indication,694072,70883,10.2,0.067,6.7,16,0.04,10.21,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202145,AG,chronic_disease,205,indication,694072,71088,10.2,0.069,6.9,16,0.03,10.24,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202146,AG,chronic_disease,215,indication,694072,71303,10.3,0.084,8.4,15.9,0.03,10.27,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202147,AG,chronic_disease,171,indication,694072,71474,10.3,0.069,6.9,15.9,0.02,10.3,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202148,AG,chronic_disease,226,indication,694072,71700,10.3,0.09,9,15.8,0.03,10.33,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202149,AG,chronic_disease,218,indication,694072,71918,10.4,0.07,7.000000000000001,15.8,0.03,10.36,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202150,AG,chronic_disease,205,indication,694072,72123,10.4,0.07,7.000000000000001,15.7,0.03,10.39,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202151,AG,chronic_disease,134,indication,694072,72257,10.4,0.076,7.6,15.7,0.02,10.41,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202152,AG,chronic_disease,170,indication,694072,72427,10.4,0.097,9.700000000000001,15.7,0.02,10.44,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202201,AG,chronic_disease,278,indication,694072,72705,10.5,0.088,8.799999999999999,15.6,0.04,10.48,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202202,AG,chronic_disease,186,indication,694072,72891,10.5,0.073,7.3,15.6,0.03,10.5,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202203,AG,chronic_disease,106,indication,694072,72997,10.5,0.072,7.199999999999999,15.5,0.02,10.52,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202204,AG,chronic_disease,97,indication,694072,73094,10.5,0.075,7.5,15.5,0.01,10.53,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202205,AG,chronic_disease,99,indication,694072,73193,10.5,0.056,5.6000000000000005,15.5,0.01,10.55,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202206,AG,chronic_disease,92,indication,694072,73285,10.6,0.054,5.4,15.4,0.01,10.56,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202207,AG,chronic_disease,52,indication,694072,73337,10.6,0.04,4,15.4,0.01,10.57,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202208,AG,chronic_disease,36,indication,694072,73373,10.6,0.038,3.8,15.4,0.01,10.57,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202209,AG,chronic_disease,17,indication,694072,73390,10.6,0.05,5,15.4,0,10.57,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202210,AG,chronic_disease,18,indication,694072,73408,10.6,0.086,8.6,15.4,0,10.58,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202211,AG,chronic_disease,10,indication,694072,73418,10.6,0.073,7.3,15.4,0,10.58,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202212,AG,chronic_disease,11,indication,694072,73429,10.6,0.073,7.3,15.4,0,10.58,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202213,AG,chronic_disease,4,indication,694072,73433,10.6,0.043,4.3,15.4,0,10.58,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202214,AG,chronic_disease,4,indication,694072,73437,10.6,0.054,5.4,15.4,0,10.58,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202215,AG,chronic_disease,1,indication,694072,73438,10.6,0.028,2.8000000000000003,15.4,0,10.58,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202216,AG,chronic_disease,2,indication,694072,73440,10.6,0.047,4.7,15.4,0,10.58,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202217,AG,chronic_disease,2,indication,694072,73442,10.6,0.031,3.1,15.4,0,10.58,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202218,AG,chronic_disease,4,indication,694072,73446,10.6,0.074,7.3999999999999995,15.4,0,10.58,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202219,AG,chronic_disease,3,indication,694072,73449,10.6,0.056,5.6000000000000005,15.4,0,10.58,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202220,AG,chronic_disease,1,indication,694072,73450,10.6,0.017,1.7000000000000002,15.4,0,10.58,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202221,AG,chronic_disease,2,indication,694072,73452,10.6,0.033,3.3000000000000003,15.4,0,10.58,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202222,AG,chronic_disease,2,indication,694072,73454,10.6,0.028,2.8000000000000003,15.4,0,10.58,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202223,AG,chronic_disease,5,indication,694072,73459,10.6,0.079,7.9,15.4,0,10.58,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202224,AG,chronic_disease,4,indication,694072,73463,10.6,0.065,6.5,15.4,0,10.58,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202225,AG,chronic_disease,1,indication,694072,73464,10.6,0.012,1.2,15.4,0,10.58,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202226,AG,chronic_disease,3,indication,694072,73467,10.6,0.057,5.7,15.4,0,10.58,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202227,AG,chronic_disease,1,indication,694072,73468,10.6,0.024,2.4,15.4,0,10.59,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202228,AG,chronic_disease,5,indication,694072,73473,10.6,0.119,11.899999999999999,15.4,0,10.59,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202229,AG,chronic_disease,3,indication,694072,73476,10.6,0.1,10,15.4,0,10.59,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202230,AG,chronic_disease,2,indication,694072,73478,10.6,0.05,5,15.4,0,10.59,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
202231,AG,chronic_disease,1,indication,694072,73479,10.6,0.031,3.1,15.4,0,10.59,COVID19FullyVaccPersons,2022-09-27_07-00-25,detailed
