date,altersklasse_covid19,vaccination_status,entries,sumTotal,pop,inz_entries,inzsumTotal,geoRegion,type,type_variant,version,timeframe_all,age_group_type,prct,prctSumTotal
202242,0 - 9,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202242,0 - 9,vaccinated,0,0,32742,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202242,0 - 9,vaccinated_last_6mo,0,0,2187,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202242,0 - 9,vaccinated_older_6mo,0,0,30555,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202243,0 - 9,not_vaccinated,0,1,854923,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,100
202243,0 - 9,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202243,0 - 9,vaccinated,0,0,32765,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202243,0 - 9,vaccinated_last_6mo,0,0,2078,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202243,0 - 9,vaccinated_older_6mo,0,0,30687,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202244,0 - 9,not_vaccinated,0,1,854907,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,100
202244,0 - 9,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202244,0 - 9,vaccinated,0,0,32781,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202244,0 - 9,vaccinated_last_6mo,0,0,1986,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202244,0 - 9,vaccinated_older_6mo,0,0,30795,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202245,0 - 9,not_vaccinated,0,1,854887,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,100
202245,0 - 9,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202245,0 - 9,vaccinated,0,0,32801,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202245,0 - 9,vaccinated_last_6mo,0,0,1897,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202245,0 - 9,vaccinated_older_6mo,0,0,30904,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202246,0 - 9,not_vaccinated,0,1,854870,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,100
202246,0 - 9,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202246,0 - 9,vaccinated,0,0,32818,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202246,0 - 9,vaccinated_last_6mo,0,0,1804,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202246,0 - 9,vaccinated_older_6mo,0,0,31014,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202247,0 - 9,not_vaccinated,0,1,854857,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,100
202247,0 - 9,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202247,0 - 9,vaccinated,0,0,32831,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202247,0 - 9,vaccinated_last_6mo,0,0,1713,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202247,0 - 9,vaccinated_older_6mo,0,0,31118,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202248,0 - 9,not_vaccinated,0,1,854841,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,100
202248,0 - 9,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202248,0 - 9,vaccinated,0,0,32847,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202248,0 - 9,vaccinated_last_6mo,0,0,1619,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202248,0 - 9,vaccinated_older_6mo,0,0,31228,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202249,0 - 9,not_vaccinated,0,1,854837,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,100
202249,0 - 9,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202249,0 - 9,vaccinated,0,0,32851,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202249,0 - 9,vaccinated_last_6mo,0,0,1492,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202249,0 - 9,vaccinated_older_6mo,0,0,31359,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202250,0 - 9,not_vaccinated,0,1,854828,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,100
202250,0 - 9,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202250,0 - 9,vaccinated,0,0,32860,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202250,0 - 9,vaccinated_last_6mo,0,0,1376,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202250,0 - 9,vaccinated_older_6mo,0,0,31484,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202251,0 - 9,not_vaccinated,0,1,854828,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,100
202251,0 - 9,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202251,0 - 9,vaccinated,0,0,32860,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202251,0 - 9,vaccinated_last_6mo,0,0,1213,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202251,0 - 9,vaccinated_older_6mo,0,0,31647,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202252,0 - 9,not_vaccinated,0,1,854828,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,100
202252,0 - 9,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202252,0 - 9,vaccinated,0,0,32860,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202252,0 - 9,vaccinated_last_6mo,0,0,1053,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202252,0 - 9,vaccinated_older_6mo,0,0,31807,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202301,0 - 9,not_vaccinated,0,1,854825,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,100
202301,0 - 9,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202301,0 - 9,vaccinated,0,0,32863,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202301,0 - 9,vaccinated_last_6mo,0,0,946,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202301,0 - 9,vaccinated_older_6mo,0,0,31917,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202302,0 - 9,not_vaccinated,0,1,854820,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,100
202302,0 - 9,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202302,0 - 9,vaccinated,0,0,32868,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202302,0 - 9,vaccinated_last_6mo,0,0,872,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202302,0 - 9,vaccinated_older_6mo,0,0,31996,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202303,0 - 9,not_vaccinated,0,1,854811,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,100
202303,0 - 9,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202303,0 - 9,vaccinated,0,0,32877,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202303,0 - 9,vaccinated_last_6mo,0,0,832,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202303,0 - 9,vaccinated_older_6mo,0,0,32045,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202304,0 - 9,not_vaccinated,0,1,854809,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,100
202304,0 - 9,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202304,0 - 9,vaccinated,0,0,32879,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202304,0 - 9,vaccinated_last_6mo,0,0,799,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202304,0 - 9,vaccinated_older_6mo,0,0,32080,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202305,0 - 9,not_vaccinated,0,1,854806,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,100
202305,0 - 9,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202305,0 - 9,vaccinated,0,0,32882,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202305,0 - 9,vaccinated_last_6mo,0,0,767,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202305,0 - 9,vaccinated_older_6mo,0,0,32115,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202306,0 - 9,not_vaccinated,0,1,854803,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,100
202306,0 - 9,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202306,0 - 9,vaccinated,0,0,32885,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202306,0 - 9,vaccinated_last_6mo,0,0,737,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202306,0 - 9,vaccinated_older_6mo,0,0,32148,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202307,0 - 9,not_vaccinated,0,1,854800,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,100
202307,0 - 9,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202307,0 - 9,vaccinated,0,0,32888,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202307,0 - 9,vaccinated_last_6mo,0,0,689,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202307,0 - 9,vaccinated_older_6mo,0,0,32199,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202308,0 - 9,not_vaccinated,0,1,854797,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,100
202308,0 - 9,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202308,0 - 9,vaccinated,0,0,32891,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202308,0 - 9,vaccinated_last_6mo,0,0,620,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202308,0 - 9,vaccinated_older_6mo,0,0,32271,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202309,0 - 9,not_vaccinated,0,1,854796,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,100
202309,0 - 9,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202309,0 - 9,vaccinated,0,0,32892,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202309,0 - 9,vaccinated_last_6mo,0,0,583,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202309,0 - 9,vaccinated_older_6mo,0,0,32309,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202310,0 - 9,not_vaccinated,0,1,854793,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,100
202310,0 - 9,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202310,0 - 9,vaccinated,0,0,32895,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202310,0 - 9,vaccinated_last_6mo,0,0,551,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202310,0 - 9,vaccinated_older_6mo,0,0,32344,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202311,0 - 9,not_vaccinated,0,1,854793,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,100
202311,0 - 9,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202311,0 - 9,vaccinated,0,0,32895,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202311,0 - 9,vaccinated_last_6mo,0,0,507,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202311,0 - 9,vaccinated_older_6mo,0,0,32388,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202312,0 - 9,not_vaccinated,1,2,854790,0.12,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,100,100
202312,0 - 9,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202312,0 - 9,vaccinated,0,0,32898,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202312,0 - 9,vaccinated_last_6mo,0,0,461,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202312,0 - 9,vaccinated_older_6mo,0,0,32437,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202313,0 - 9,not_vaccinated,0,2,854789,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,100
202313,0 - 9,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202313,0 - 9,vaccinated,0,0,32899,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202313,0 - 9,vaccinated_last_6mo,0,0,431,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202313,0 - 9,vaccinated_older_6mo,0,0,32468,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202314,0 - 9,not_vaccinated,0,2,854788,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,100
202314,0 - 9,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202314,0 - 9,vaccinated,0,0,32900,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202314,0 - 9,vaccinated_last_6mo,0,0,418,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202314,0 - 9,vaccinated_older_6mo,0,0,32482,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202315,0 - 9,not_vaccinated,0,2,854786,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,100
202315,0 - 9,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202315,0 - 9,vaccinated,0,0,32902,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202315,0 - 9,vaccinated_last_6mo,0,0,393,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202315,0 - 9,vaccinated_older_6mo,0,0,32509,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202316,0 - 9,not_vaccinated,0,2,854783,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,100
202316,0 - 9,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202316,0 - 9,vaccinated,0,0,32905,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202316,0 - 9,vaccinated_last_6mo,0,0,358,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202316,0 - 9,vaccinated_older_6mo,0,0,32547,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202317,0 - 9,not_vaccinated,0,2,854783,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,100
202317,0 - 9,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202317,0 - 9,vaccinated,0,0,32905,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202317,0 - 9,vaccinated_last_6mo,0,0,328,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202317,0 - 9,vaccinated_older_6mo,0,0,32577,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202318,0 - 9,not_vaccinated,0,2,854783,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,100
202318,0 - 9,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202318,0 - 9,vaccinated,0,0,32905,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202318,0 - 9,vaccinated_last_6mo,0,0,288,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202318,0 - 9,vaccinated_older_6mo,0,0,32617,0,NA,CHFL,COVID19Death,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
