sex,geoRegion,datum,entries,timeframe_all,sumTotal,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff
unknown,CH,202014,4,TRUE,16,0.001,0.1,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-14,-4,NA,-50,0
male,CH,202015,1530,TRUE,12163,0.425,42.5,4338203,35.27,280.37,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-15,-1168,-26.92,-43.3,-2.3000000000000043
female,CH,202015,2069,TRUE,14046,0.575,57.49999999999999,4400588,47.02,319.18,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-15,-1253,-28.47,-37.7,2.3999999999999915
unknown,CH,202015,1,TRUE,17,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-15,-3,NA,-75,-0.1
male,CH,202016,711,TRUE,12874,0.387,38.7,4338203,16.39,296.76,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-16,-819,-18.88,-53.5,-3.799999999999997
female,CH,202016,1126,TRUE,15172,0.613,61.3,4400588,25.59,344.77,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-16,-943,-21.43,-45.6,3.8000000000000043
unknown,CH,202016,0,TRUE,17,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-16,-1,NA,-100,0
male,CH,202017,496,TRUE,13370,0.425,42.5,4338203,11.43,308.19,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-17,-215,-4.96,-30.2,3.799999999999997
female,CH,202017,671,TRUE,15843,0.575,57.49999999999999,4400588,15.25,360.02,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-17,-455,-10.34,-40.4,-3.8000000000000043
unknown,CH,202017,0,TRUE,17,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-17,0,NA,NA,0
male,CH,202018,300,TRUE,13670,0.429,42.9,4338203,6.92,315.11,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-18,-196,-4.51,-39.5,0.3999999999999986
female,CH,202018,398,TRUE,16241,0.569,56.89999999999999,4400588,9.04,369.06,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-18,-273,-6.21,-40.7,-0.6000000000000014
unknown,CH,202018,2,TRUE,19,0.003,0.3,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-18,2,NA,NA,0.3
male,CH,202019,187,TRUE,13857,0.468,46.800000000000004,4338203,4.31,319.42,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-19,-113,-2.61,-37.7,3.9000000000000057
female,CH,202019,213,TRUE,16454,0.532,53.2,4400588,4.84,373.9,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-19,-185,-4.2,-46.5,-3.6999999999999886
unknown,CH,202019,0,TRUE,19,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-19,-2,NA,-100,-0.3
male,CH,202020,115,TRUE,13972,0.498,49.8,4338203,2.65,322.07,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-20,-72,-1.66,-38.5,2.999999999999993
female,CH,202020,116,TRUE,16570,0.502,50.2,4400588,2.64,376.54,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-20,-97,-2.2,-45.5,-3
unknown,CH,202020,0,TRUE,19,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-20,0,NA,NA,0
male,CH,202021,72,TRUE,14044,0.471,47.099999999999994,4338203,1.66,323.73,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-21,-43,-0.99,-37.4,-2.700000000000003
female,CH,202021,80,TRUE,16650,0.523,52.300000000000004,4400588,1.82,378.36,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-21,-36,-0.82,-31,2.1000000000000014
unknown,CH,202021,1,TRUE,20,0.007,0.7000000000000001,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-21,1,NA,NA,0.7000000000000001
male,CH,202022,60,TRUE,14104,0.476,47.599999999999994,4338203,1.38,325.11,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,-12,-0.28,-16.7,0.5
female,CH,202022,66,TRUE,16716,0.524,52.400000000000006,4400588,1.5,379.86,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,-14,-0.32,-17.5,0.10000000000000142
unknown,CH,202022,0,TRUE,20,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-22,-1,NA,-100,-0.7000000000000001
male,CH,202023,49,TRUE,14153,0.5,50,4338203,1.13,326.24,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-23,-11,-0.25,-18.3,2.4000000000000057
female,CH,202023,49,TRUE,16765,0.5,50,4400588,1.11,380.97,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-23,-17,-0.39,-25.8,-2.4000000000000057
unknown,CH,202023,0,TRUE,20,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-23,0,NA,NA,0
male,CH,202024,76,TRUE,14229,0.543,54.300000000000004,4338203,1.75,327.99,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-24,27,0.62,55.1,4.300000000000004
female,CH,202024,64,TRUE,16829,0.457,45.7,4400588,1.45,382.43,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-24,15,0.34,30.6,-4.299999999999997
unknown,CH,202024,0,TRUE,20,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-24,0,NA,NA,0
male,CH,202025,80,TRUE,14309,0.468,46.800000000000004,4338203,1.84,329.84,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-25,4,0.09,5.3,-7.5
female,CH,202025,91,TRUE,16920,0.532,53.2,4400588,2.07,384.49,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-25,27,0.62,42.2,7.5
unknown,CH,202025,0,TRUE,20,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-25,0,NA,NA,0
male,CH,202026,196,TRUE,14505,0.546,54.6,4338203,4.52,334.36,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-26,116,2.68,145,7.799999999999997
female,CH,202026,163,TRUE,17083,0.454,45.4,4400588,3.7,388.2,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-26,72,1.63,79.1,-7.800000000000004
unknown,CH,202026,0,TRUE,20,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-26,0,NA,NA,0
male,CH,202027,378,TRUE,14883,0.554,55.400000000000006,4338203,8.71,343.07,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-27,182,4.19,92.9,0.8000000000000043
female,CH,202027,304,TRUE,17387,0.446,44.6,4400588,6.91,395.11,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-27,141,3.21,86.5,-0.7999999999999972
unknown,CH,202027,0,TRUE,20,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-27,0,NA,NA,0
male,CH,202028,348,TRUE,15231,0.547,54.7,4338203,8.02,351.09,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-28,-30,-0.69,-7.9,-0.7000000000000028
female,CH,202028,287,TRUE,17674,0.451,45.1,4400588,6.52,401.63,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-28,-17,-0.39,-5.6,0.5
unknown,CH,202028,1,TRUE,21,0.002,0.2,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-28,1,NA,NA,0.2
male,CH,202029,381,TRUE,15612,0.533,53.300000000000004,4338203,8.78,359.87,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-29,33,0.76,9.5,-1.3999999999999986
female,CH,202029,334,TRUE,18008,0.467,46.7,4400588,7.59,409.22,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-29,47,1.07,16.4,1.6000000000000014
unknown,CH,202029,0,TRUE,21,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-29,-1,NA,-100,-0.2
male,CH,202030,411,TRUE,16023,0.499,49.9,4338203,9.47,369.35,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-30,30,0.69,7.9,-3.4000000000000057
female,CH,202030,413,TRUE,18421,0.501,50.1,4400588,9.39,418.6,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-30,79,1.8,23.7,3.3999999999999986
unknown,CH,202030,0,TRUE,21,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-30,0,NA,NA,0
male,CH,202031,607,TRUE,16630,0.526,52.6,4338203,13.99,383.34,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-31,196,4.52,47.7,2.700000000000003
female,CH,202031,548,TRUE,18969,0.474,47.4,4400588,12.45,431.06,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-31,135,3.06,32.7,-2.700000000000003
unknown,CH,202031,0,TRUE,21,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-31,0,NA,NA,0
male,CH,202032,566,TRUE,17196,0.515,51.5,4338203,13.05,396.39,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-32,-41,-0.94,-6.8,-1.1000000000000014
female,CH,202032,534,TRUE,19503,0.485,48.5,4400588,12.13,443.19,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-32,-14,-0.32,-2.6,1.1000000000000014
unknown,CH,202032,0,TRUE,21,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-32,0,NA,NA,0
male,CH,202033,808,TRUE,18004,0.513,51.300000000000004,4338203,18.63,415.01,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-33,242,5.58,42.8,-0.19999999999999574
female,CH,202033,765,TRUE,20268,0.486,48.6,4400588,17.38,460.57,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-33,231,5.25,43.3,0.10000000000000142
unknown,CH,202033,1,TRUE,22,0.001,0.1,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-33,1,NA,NA,0.1
male,CH,202034,1002,TRUE,19006,0.54,54,4338203,23.1,438.11,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-34,194,4.47,24,2.6999999999999957
female,CH,202034,853,TRUE,21121,0.46,46,4400588,19.38,479.96,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-34,88,2,11.5,-2.6000000000000014
unknown,CH,202034,0,TRUE,22,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-34,-1,NA,-100,-0.1
male,CH,202035,1077,TRUE,20083,0.515,51.5,4338203,24.83,462.93,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-35,75,1.73,7.5,-2.5
female,CH,202035,1013,TRUE,22134,0.484,48.4,4400588,23.02,502.98,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-35,160,3.64,18.8,2.3999999999999986
unknown,CH,202035,2,TRUE,24,0.001,0.1,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-35,2,NA,NA,0.1
male,CH,202036,1263,TRUE,21346,0.514,51.4,4338203,29.11,492.05,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-36,186,4.28,17.3,-0.10000000000000142
female,CH,202036,1195,TRUE,23329,0.486,48.6,4400588,27.16,530.13,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-36,182,4.14,18,0.20000000000000284
unknown,CH,202036,0,TRUE,24,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-36,-2,NA,-100,-0.1
male,CH,202037,1411,TRUE,22757,0.493,49.3,4338203,32.52,524.57,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-37,148,3.41,11.7,-2.1000000000000014
female,CH,202037,1448,TRUE,24777,0.506,50.6,4400588,32.9,563.04,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-37,253,5.74,21.2,2
unknown,CH,202037,1,TRUE,25,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-37,1,NA,NA,0
male,CH,202038,1490,TRUE,24247,0.513,51.300000000000004,4338203,34.35,558.92,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-38,79,1.83,5.6,2.000000000000007
female,CH,202038,1415,TRUE,26192,0.487,48.699999999999996,4400588,32.15,595.19,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-38,-33,-0.75,-2.3,-1.9000000000000057
unknown,CH,202038,0,TRUE,25,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-38,-1,NA,-100,0
male,CH,202039,1093,TRUE,25340,0.492,49.2,4338203,25.19,584.11,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-39,-397,-9.16,-26.6,-2.1000000000000014
female,CH,202039,1127,TRUE,27319,0.507,50.7,4400588,25.61,620.8,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-39,-288,-6.54,-20.4,2.000000000000007
unknown,CH,202039,1,TRUE,26,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-39,1,NA,NA,0
male,CH,202040,1849,TRUE,27189,0.534,53.400000000000006,4338203,42.62,626.73,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-40,756,17.43,69.2,4.200000000000003
female,CH,202040,1611,TRUE,28930,0.465,46.5,4400588,36.61,657.41,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-40,484,11,42.9,-4.200000000000003
unknown,CH,202040,1,TRUE,27,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-40,0,NA,0,0
male,CH,202041,4550,TRUE,31739,0.52,52,4338203,104.88,731.62,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-41,2701,62.26,146.1,-1.4000000000000057
female,CH,202041,4202,TRUE,33132,0.48,48,4400588,95.49,752.9,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-41,2591,58.88,160.8,1.5
unknown,CH,202041,1,TRUE,28,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-41,0,NA,0,0
male,CH,202042,9833,TRUE,41572,0.505,50.5,4338203,226.66,958.28,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-42,5283,121.78,116.1,-1.5
female,CH,202042,9646,TRUE,42778,0.495,49.5,4400588,219.2,972.1,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-42,5444,123.71,129.6,1.5
unknown,CH,202042,2,TRUE,30,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-42,1,NA,100,0
male,CH,202043,19793,TRUE,61365,0.499,49.9,4338203,456.25,1414.53,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-43,9960,229.59,101.3,-0.6000000000000014
female,CH,202043,19882,TRUE,62660,0.501,50.1,4400588,451.8,1423.9,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-43,10236,232.6,106.1,0.6000000000000014
unknown,CH,202043,3,TRUE,33,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-43,1,NA,50,0
male,CH,202044,27004,TRUE,88369,0.484,48.4,4338203,622.47,2037,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-44,7211,166.22,36.4,-1.5
female,CH,202044,28809,TRUE,91469,0.516,51.6,4400588,654.66,2078.56,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-44,8927,202.86,44.9,1.5
unknown,CH,202044,8,TRUE,41,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-44,5,NA,166.7,0
male,CH,202045,24295,TRUE,112664,0.475,47.5,4338203,560.02,2597.02,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-45,-2709,-62.45,-10,-0.8999999999999986
female,CH,202045,26890,TRUE,118359,0.525,52.5,4400588,611.05,2689.62,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-45,-1919,-43.61,-6.7,0.8999999999999986
unknown,CH,202045,9,TRUE,50,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-45,1,NA,12.5,0
male,CH,202046,18405,TRUE,131069,0.465,46.5,4338203,424.25,3021.27,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-46,-5890,-135.77,-24.2,-1
female,CH,202046,21171,TRUE,139530,0.535,53.5,4400588,481.09,3170.71,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-46,-5719,-129.96,-21.3,1
unknown,CH,202046,14,TRUE,64,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-46,5,NA,55.6,0
male,CH,202047,13972,TRUE,145041,0.464,46.400000000000006,4338203,322.07,3343.34,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-47,-4433,-102.18,-24.1,-0.09999999999999432
female,CH,202047,16137,TRUE,155667,0.536,53.6,4400588,366.7,3537.41,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-47,-5034,-114.39,-23.8,0.10000000000000142
unknown,CH,202047,3,TRUE,67,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-47,-11,NA,-78.6,0
male,CH,202048,12102,TRUE,157143,0.462,46.2,4338203,278.96,3622.31,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-48,-1870,-43.11,-13.4,-0.20000000000000284
female,CH,202048,14061,TRUE,169728,0.537,53.7,4400588,319.53,3856.94,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-48,-2076,-47.17,-12.9,0.10000000000000142
unknown,CH,202048,14,TRUE,81,0.001,0.1,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-48,11,NA,366.7,0.1
male,CH,202049,12489,TRUE,169632,0.458,45.800000000000004,4338203,287.88,3910.19,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-49,387,8.92,3.2,-0.3999999999999986
female,CH,202049,14783,TRUE,184511,0.542,54.2,4400588,335.93,4192.87,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-49,722,16.4,5.1,0.5
unknown,CH,202049,4,TRUE,85,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-49,-10,NA,-71.4,-0.1
male,CH,202050,13888,TRUE,183520,0.463,46.300000000000004,4338203,320.13,4230.32,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-50,1399,32.25,11.2,0.5
female,CH,202050,16105,TRUE,200616,0.537,53.7,4400588,365.97,4558.85,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-50,1322,30.04,8.9,-0.5
unknown,CH,202050,7,TRUE,92,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-50,3,NA,75,0
male,CH,202051,13607,TRUE,197127,0.465,46.5,4338203,313.66,4543.98,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-51,-281,-6.47,-2,0.19999999999999574
female,CH,202051,15643,TRUE,216259,0.535,53.5,4400588,355.48,4914.32,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-51,-462,-10.49,-2.9,-0.20000000000000284
unknown,CH,202051,8,TRUE,100,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-51,1,NA,14.3,0
male,CH,202052,11020,TRUE,208147,0.46,46,4338203,254.02,4798,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-52,-2587,-59.64,-19,-0.5
female,CH,202052,12913,TRUE,229172,0.539,53.900000000000006,4400588,293.44,5207.76,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-52,-2730,-62.04,-17.5,0.4000000000000057
unknown,CH,202052,13,TRUE,113,0.001,0.1,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-52,5,NA,62.5,0.1
male,CH,202053,10674,TRUE,218821,0.456,45.6,4338203,246.05,5044.05,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-53,-346,-7.97,-3.1,-0.3999999999999986
female,CH,202053,12715,TRUE,241887,0.543,54.300000000000004,4400588,288.94,5496.7,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-53,-198,-4.5,-1.5,0.3999999999999986
unknown,CH,202053,9,TRUE,122,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2020-53,-4,NA,-30.8,-0.1
male,CH,202101,10069,TRUE,228890,0.457,45.7,4338203,232.1,5276.15,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2021-01,-605,-13.95,-5.7,0.10000000000000142
female,CH,202101,11957,TRUE,253844,0.543,54.300000000000004,4400588,271.71,5768.41,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2021-01,-758,-17.23,-6,0
unknown,CH,202101,7,TRUE,129,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2021-01,-2,NA,-22.2,0
male,CH,202102,7117,TRUE,236007,0.468,46.800000000000004,4338203,164.05,5440.2,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2021-02,-2952,-68.05,-29.3,1.1000000000000014
female,CH,202102,8075,TRUE,261919,0.531,53.1,4400588,183.5,5951.91,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2021-02,-3882,-88.21,-32.5,-1.2000000000000028
unknown,CH,202102,5,TRUE,134,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2021-02,-2,NA,-28.6,0
male,CH,202103,6350,TRUE,242357,0.471,47.099999999999994,4338203,146.37,5586.58,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2021-03,-767,-17.68,-10.8,0.29999999999999005
female,CH,202103,7131,TRUE,269050,0.529,52.900000000000006,4400588,162.05,6113.96,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2021-03,-944,-21.45,-11.7,-0.19999999999999574
unknown,CH,202103,4,TRUE,138,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2021-03,-1,NA,-20,0
male,CH,202104,5354,TRUE,247711,0.465,46.5,4338203,123.42,5709.99,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2021-04,-996,-22.95,-15.7,-0.5999999999999943
female,CH,202104,6162,TRUE,275212,0.535,53.5,4400588,140.03,6253.98,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2021-04,-969,-22.02,-13.6,0.5999999999999943
unknown,CH,202104,0,TRUE,138,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2021-04,-4,NA,-100,0
male,CH,202105,4816,TRUE,252527,0.479,47.9,4338203,111.01,5821,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2021-05,-538,-12.41,-10,1.3999999999999986
female,CH,202105,5240,TRUE,280452,0.521,52.1,4400588,119.07,6373.06,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2021-05,-922,-20.96,-15,-1.3999999999999986
unknown,CH,202105,1,TRUE,139,0,0,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2021-05,1,NA,NA,0
male,CH,202106,3853,TRUE,256380,0.49,49,4338203,88.82,5909.82,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2021-06,-963,-22.19,-20,1.1000000000000014
female,CH,202106,4007,TRUE,284459,0.51,51,4400588,91.06,6464.11,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2021-06,-1233,-28.01,-23.5,-1.1000000000000014
unknown,CH,202106,4,TRUE,143,0.001,0.1,NA,NA,NA,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2021-06,3,NA,300,0.1
male,CH,202107,3376,TRUE,259756,0.484,48.4,4338203,77.82,5987.64,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2021-07,-477,-11,-12.4,-0.6000000000000014
female,CH,202107,3601,TRUE,288060,0.516,51.6,4400588,81.83,6545.94,COVID19Cases,sex,2023-11-28_06-00-38,isoweek,2021-07,-406,-9.23,-10.1,0.6000000000000014
