date,altersklasse_covid19,vaccination_status,entries,sumTotal,pop,inz_entries,inzsumTotal,geoRegion,type,type_variant,version,timeframe_all,age_group_type,prct,prctSumTotal
202239,0 - 9,unknown,0,6,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,28.57
202239,0 - 9,vaccinated,0,0,32676,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202239,0 - 9,vaccinated_last_6mo,0,0,2506,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202239,0 - 9,vaccinated_older_6mo,0,0,30170,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202240,0 - 9,not_vaccinated,7,22,854999,0.82,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,100,78.57
202240,0 - 9,unknown,0,6,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,21.43
202240,0 - 9,vaccinated,0,0,32689,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202240,0 - 9,vaccinated_last_6mo,0,0,2315,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202240,0 - 9,vaccinated_older_6mo,0,0,30374,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202241,0 - 9,not_vaccinated,15,37,854972,1.75,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,100,86.05
202241,0 - 9,unknown,0,6,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,13.95
202241,0 - 9,vaccinated,0,0,32716,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202241,0 - 9,vaccinated_last_6mo,0,0,2238,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202241,0 - 9,vaccinated_older_6mo,0,0,30478,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202242,0 - 9,not_vaccinated,4,41,854946,0.47,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,100,87.23
202242,0 - 9,unknown,0,6,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,12.77
202242,0 - 9,vaccinated,0,0,32742,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202242,0 - 9,vaccinated_last_6mo,0,0,2187,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202242,0 - 9,vaccinated_older_6mo,0,0,30555,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202243,0 - 9,not_vaccinated,6,47,854923,0.7,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,75,85.45
202243,0 - 9,unknown,2,8,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,25,14.55
202243,0 - 9,vaccinated,0,0,32765,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202243,0 - 9,vaccinated_last_6mo,0,0,2078,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202243,0 - 9,vaccinated_older_6mo,0,0,30687,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202244,0 - 9,not_vaccinated,4,51,854907,0.47,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,80,85
202244,0 - 9,unknown,1,9,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,20,15
202244,0 - 9,vaccinated,0,0,32781,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202244,0 - 9,vaccinated_last_6mo,0,0,1986,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202244,0 - 9,vaccinated_older_6mo,0,0,30795,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202245,0 - 9,not_vaccinated,0,51,854887,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,83.61
202245,0 - 9,unknown,1,10,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,100,16.39
202245,0 - 9,vaccinated,0,0,32801,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202245,0 - 9,vaccinated_last_6mo,0,0,1897,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202245,0 - 9,vaccinated_older_6mo,0,0,30904,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202246,0 - 9,not_vaccinated,4,55,854870,0.47,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,100,84.62
202246,0 - 9,unknown,0,10,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,15.38
202246,0 - 9,vaccinated,0,0,32818,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202246,0 - 9,vaccinated_last_6mo,0,0,1804,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202246,0 - 9,vaccinated_older_6mo,0,0,31014,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202247,0 - 9,not_vaccinated,8,63,854857,0.94,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,88.89,85.14
202247,0 - 9,unknown,1,11,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,11.11,14.86
202247,0 - 9,vaccinated,0,0,32831,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202247,0 - 9,vaccinated_last_6mo,0,0,1713,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202247,0 - 9,vaccinated_older_6mo,0,0,31118,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202248,0 - 9,not_vaccinated,7,70,854841,0.82,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,70,83.33
202248,0 - 9,unknown,3,14,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,30,16.67
202248,0 - 9,vaccinated,0,0,32847,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202248,0 - 9,vaccinated_last_6mo,0,0,1619,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202248,0 - 9,vaccinated_older_6mo,0,0,31228,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202249,0 - 9,not_vaccinated,4,74,854837,0.47,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,66.67,82.22
202249,0 - 9,unknown,2,16,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,33.33,17.78
202249,0 - 9,vaccinated,0,0,32851,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202249,0 - 9,vaccinated_last_6mo,0,0,1492,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202249,0 - 9,vaccinated_older_6mo,0,0,31359,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202250,0 - 9,not_vaccinated,7,81,854828,0.82,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,63.64,80.2
202250,0 - 9,unknown,4,20,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,36.36,19.8
202250,0 - 9,vaccinated,0,0,32860,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202250,0 - 9,vaccinated_last_6mo,0,0,1376,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202250,0 - 9,vaccinated_older_6mo,0,0,31484,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202251,0 - 9,not_vaccinated,2,83,854828,0.23,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,100,80.58
202251,0 - 9,unknown,0,20,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,19.42
202251,0 - 9,vaccinated,0,0,32860,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202251,0 - 9,vaccinated_last_6mo,0,0,1213,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202251,0 - 9,vaccinated_older_6mo,0,0,31647,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202252,0 - 9,not_vaccinated,5,88,854828,0.58,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,100,81.48
202252,0 - 9,unknown,0,20,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,18.52
202252,0 - 9,vaccinated,0,0,32860,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202252,0 - 9,vaccinated_last_6mo,0,0,1053,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202252,0 - 9,vaccinated_older_6mo,0,0,31807,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202301,0 - 9,not_vaccinated,0,88,854825,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,80
202301,0 - 9,unknown,2,22,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,100,20
202301,0 - 9,vaccinated,0,0,32863,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202301,0 - 9,vaccinated_last_6mo,0,0,946,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202301,0 - 9,vaccinated_older_6mo,0,0,31917,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202302,0 - 9,not_vaccinated,3,91,854820,0.35,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,75,79.82
202302,0 - 9,unknown,1,23,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,25,20.18
202302,0 - 9,vaccinated,0,0,32868,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202302,0 - 9,vaccinated_last_6mo,0,0,872,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202302,0 - 9,vaccinated_older_6mo,0,0,31996,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202303,0 - 9,not_vaccinated,0,91,854811,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,78.45
202303,0 - 9,unknown,2,25,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,100,21.55
202303,0 - 9,vaccinated,0,0,32877,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202303,0 - 9,vaccinated_last_6mo,0,0,832,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202303,0 - 9,vaccinated_older_6mo,0,0,32045,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202304,0 - 9,not_vaccinated,0,91,854809,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,78.45
202304,0 - 9,unknown,0,25,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,21.55
202304,0 - 9,vaccinated,0,0,32879,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202304,0 - 9,vaccinated_last_6mo,0,0,799,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202304,0 - 9,vaccinated_older_6mo,0,0,32080,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,0
202305,0 - 9,not_vaccinated,5,96,854806,0.58,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,71.43,78.05
202305,0 - 9,unknown,2,27,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,28.57,21.95
202305,0 - 9,vaccinated,0,0,32882,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202305,0 - 9,vaccinated_last_6mo,0,0,767,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202305,0 - 9,vaccinated_older_6mo,0,0,32115,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202306,0 - 9,not_vaccinated,2,98,854803,0.23,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,40,76.56
202306,0 - 9,unknown,3,30,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,60,23.44
202306,0 - 9,vaccinated,0,0,32885,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202306,0 - 9,vaccinated_last_6mo,0,0,737,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202306,0 - 9,vaccinated_older_6mo,0,0,32148,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202307,0 - 9,not_vaccinated,3,101,854800,0.35,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,100,77.1
202307,0 - 9,unknown,0,30,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,22.9
202307,0 - 9,vaccinated,0,0,32888,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202307,0 - 9,vaccinated_last_6mo,0,0,689,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202307,0 - 9,vaccinated_older_6mo,0,0,32199,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202308,0 - 9,not_vaccinated,4,105,854797,0.47,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,80,77.21
202308,0 - 9,unknown,1,31,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,20,22.79
202308,0 - 9,vaccinated,0,0,32891,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202308,0 - 9,vaccinated_last_6mo,0,0,620,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202308,0 - 9,vaccinated_older_6mo,0,0,32271,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202309,0 - 9,not_vaccinated,2,107,854796,0.23,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,66.67,76.98
202309,0 - 9,unknown,1,32,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,33.33,23.02
202309,0 - 9,vaccinated,0,0,32892,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202309,0 - 9,vaccinated_last_6mo,0,0,583,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202309,0 - 9,vaccinated_older_6mo,0,0,32309,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202310,0 - 9,not_vaccinated,3,110,854793,0.35,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,75,76.92
202310,0 - 9,unknown,1,33,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,25,23.08
202310,0 - 9,vaccinated,0,0,32895,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202310,0 - 9,vaccinated_last_6mo,0,0,551,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202310,0 - 9,vaccinated_older_6mo,0,0,32344,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202311,0 - 9,not_vaccinated,2,112,854793,0.23,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,100,77.24
202311,0 - 9,unknown,0,33,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,22.76
202311,0 - 9,vaccinated,0,0,32895,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202311,0 - 9,vaccinated_last_6mo,0,0,507,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202311,0 - 9,vaccinated_older_6mo,0,0,32388,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202312,0 - 9,not_vaccinated,7,119,854790,0.82,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,63.64,76.28
202312,0 - 9,unknown,4,37,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,36.36,23.72
202312,0 - 9,vaccinated,0,0,32898,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202312,0 - 9,vaccinated_last_6mo,0,0,461,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202312,0 - 9,vaccinated_older_6mo,0,0,32437,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202313,0 - 9,not_vaccinated,7,126,854789,0.82,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,87.5,76.83
202313,0 - 9,unknown,1,38,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,12.5,23.17
202313,0 - 9,vaccinated,0,0,32899,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202313,0 - 9,vaccinated_last_6mo,0,0,431,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202313,0 - 9,vaccinated_older_6mo,0,0,32468,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202314,0 - 9,not_vaccinated,1,127,854788,0.12,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,25,75.6
202314,0 - 9,unknown,3,41,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,75,24.4
202314,0 - 9,vaccinated,0,0,32900,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202314,0 - 9,vaccinated_last_6mo,0,0,418,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202314,0 - 9,vaccinated_older_6mo,0,0,32482,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202315,0 - 9,not_vaccinated,4,131,854786,0.47,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,100,76.16
202315,0 - 9,unknown,0,41,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,23.84
202315,0 - 9,vaccinated,0,0,32902,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202315,0 - 9,vaccinated_last_6mo,0,0,393,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202315,0 - 9,vaccinated_older_6mo,0,0,32509,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202316,0 - 9,not_vaccinated,0,131,854783,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,75.72
202316,0 - 9,unknown,1,42,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,100,24.28
202316,0 - 9,vaccinated,0,0,32905,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202316,0 - 9,vaccinated_last_6mo,0,0,358,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202316,0 - 9,vaccinated_older_6mo,0,0,32547,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202317,0 - 9,not_vaccinated,1,132,854783,0.12,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,50,75.43
202317,0 - 9,unknown,1,43,NA,NA,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,50,24.57
202317,0 - 9,vaccinated,0,0,32905,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,NA,NA
202317,0 - 9,vaccinated_last_6mo,0,0,328,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
202317,0 - 9,vaccinated_older_6mo,0,0,32577,0,NA,CHFL,COVID19Hosp,vaccine,2023-07-04_06-03-02,TRUE,age_group_AKL10,0,0
